name,from,to,rating,tv_or_movie,genre,runtime,votes 
Mad Max: Fury Road,2015,None,8.1,Movie,sci-fi,120 min,"844,910"
The Hunger Games,2012,None,7.2,Movie,sci-fi,142 min,"824,715"
Into the Night,(202,None,7.1,TV,sci-fi,None,"15,308"
Smallville,2001,2011,7.4,TV,sci-fi,60 min,"113,303"
V for Vendetta,2005,None,8.2,Movie,sci-fi,132 min,"999,902"
Avengers: Infinity War,2018,None,8.5,Movie,sci-fi,149 min,"780,404"
Titans,2018,None,7.8,TV,sci-fi,45 min,"59,465"
Altered Carbon,2018,None,8.1,TV,sci-fi,60 min,"133,329"
Blood Machines,2019,None,6.4,Movie,sci-fi,50 min,"1,126"
Star Trek: Discovery,2017,None,7.3,TV,sci-fi,60 min,"80,600"
Underwater,2020,None,5.8,Movie,sci-fi,95 min,"42,247"
Blade Runner 2049,2017,None,8,Movie,sci-fi,164 min,"432,768"
Jurassic Park,1993,None,8.1,Movie,sci-fi,127 min,"833,600"
Suicide Squad,2016,None,6,Movie,sci-fi,123 min,"580,468"
Star Trek: Voyager,1995,2001,7.8,TV,sci-fi,44 min,"56,146"
Black Widow,2020,None,None,Movie,sci-fi,None,None
The Man in the High Castle,2015,2019,8,TV,sci-fi,60 min,"80,286"
The Matrix 4,2022,None,None,Movie,sci-fi,None,None
Person of Interest,2011,2016,8.4,TV,sci-fi,43 min,"158,956"
Black Panther,2018,None,7.3,Movie,sci-fi,134 min,"584,541"
Alias,2001,2006,7.6,TV,sci-fi,42 min,"43,954"
Devs,2020,None,7.8,Movie,sci-fi,409 min,"17,800"
Alien,1979,None,8.4,Movie,sci-fi,117 min,"759,818"
The Prestige,2006,None,8.5,Movie,sci-fi,130 min,"1,140,365"
Star Trek: Picard,2020,None,7.6,TV,sci-fi,46 min,"34,864"
The Orville,2017,None,8,TV,sci-fi,44 min,"55,762"
Fear the Walking Dead,2015,None,6.9,TV,sci-fi,44 min,"106,477"
Guardians of the Galaxy,2014,None,8,Movie,sci-fi,121 min,"1,015,116"
Avatar,2009,None,7.8,Movie,sci-fi,162 min,"1,094,354"
Spider-Man: Far from Home,2019,None,7.5,Movie,sci-fi,129 min,"294,751"
Daredevil,2015,2018,8.6,TV,sci-fi,54 min,"349,663"
Terminator: Dark Fate,2019,None,6.3,Movie,sci-fi,128 min,"122,732"
Ad Astra,2019,None,6.6,Movie,sci-fi,123 min,"169,672"
Fringe,2008,2013,8.4,TV,sci-fi,46 min,"214,251"
Star Trek,1966,1969,8.3,TV,sci-fi,50 min,"70,325"
Star Wars: Rebels,2014,2018,8,TV,sci-fi,22 min,"26,188"
Stargate SG-1,1997,2007,8.4,TV,sci-fi,44 min,"80,887"
Dune,1984,None,6.5,Movie,sci-fi,137 min,"119,590"
Battlestar Galactica,2004,2009,8.7,TV,sci-fi,44 min,"148,105"
Stargate,1994,None,7.1,Movie,sci-fi,116 min,"171,304"
Godzilla vs. Kong,2021,None,None,Movie,sci-fi,None,None
Captain America: Civil War,2016,None,7.8,Movie,sci-fi,147 min,"636,554"
Tales from the Loop,2020,None,7.5,TV,sci-fi,50 min,"9,043"
Captain Marvel,2019,None,6.9,Movie,sci-fi,123 min,"414,838"
The Punisher,2017,2019,8.5,TV,sci-fi,53 min,"171,449"
Wonder Woman,2017,None,7.4,Movie,sci-fi,141 min,"529,436"
Spider-Man: Into the Spider-Verse,2018,None,8.4,Movie,sci-fi,117 min,"322,238"
Ready Player One,2018,None,7.5,Movie,sci-fi,140 min,"345,777"
Justice League Dark: Apokolips War,2020,None,7.8,TV,sci-fi,90 min,"10,085"
Solar Opposites,2020,None,8.1,TV,sci-fi,181 min,"5,213"
See,2019,None,7.6,TV,sci-fi,60 min,"34,131"
Aquaman,2018,None,7,Movie,sci-fi,143 min,"339,979"
Avengers: Age of Ultron,2015,None,7.3,Movie,sci-fi,141 min,"715,515"
Castle Rock,2018,None,7.6,TV,sci-fi,60 min,"35,018"
Artemis Fowl,2020,None,4,Movie,sci-fi,95 min,"5,257"
Rampage,2018,None,6.1,Movie,sci-fi,107 min,"134,863"
Starship Troopers,1997,None,7.2,Movie,sci-fi,129 min,"261,136"
A Clockwork Orange,1971,None,8.3,Movie,sci-fi,136 min,"732,949"
The Eternals,2021,None,None,Movie,sci-fi,None,None
Deadpool 2,2018,None,7.7,Movie,sci-fi,119 min,"453,286"
Spider-Man: Homecoming,2017,None,7.4,Movie,sci-fi,133 min,"486,823"
Star Wars,1977,None,8.6,Movie,sci-fi,121 min,"1,194,245"
Dinosaurus!,1960,None,5,Movie,sci-fi,83 min,"1,238"
Man of Steel,2013,None,7,Movie,sci-fi,143 min,"674,052"
She-Ra and the Princesses of Power,2018,2020,7.5,TV,sci-fi,30 min,"6,298"
Back to the Future Part II,1989,None,7.8,Movie,sci-fi,108 min,"460,310"
Guardians of the Galaxy Vol. 2,2017,None,7.6,Movie,sci-fi,136 min,"542,063"
Star Wars: Episode I - The Phantom Menace,1999,None,6.5,Movie,sci-fi,136 min,"707,344"
Batman v Superman: Dawn of Justice,2016,None,6.5,Movie,sci-fi,151 min,"606,882"
The Martian,2015,None,8,Movie,sci-fi,144 min,"732,541"
Colony,2016,2018,7.4,TV,sci-fi,42 min,"28,524"
"Roswell, New Mexico",2019,None,6.1,TV,sci-fi,45 min,"7,862"
Boku no hîrô akademia,2016,None,8.5,TV,sci-fi,24 min,"26,603"
Blade Runner,1982,None,8.1,Movie,sci-fi,117 min,"670,913"
Watchmen,2009,None,7.6,Movie,sci-fi,162 min,"486,234"
Bill & Ted Face the Music,2020,None,None,Movie,sci-fi,None,None
A Quiet Place Part II,2020,None,None,Movie,sci-fi,97 min,None
The Avengers,2012,None,8,Movie,sci-fi,143 min,"1,233,971"
A Quiet Place,2018,None,7.5,Movie,sci-fi,90 min,"383,452"
The Twilight Zone,1959,1964,9,TV,sci-fi,51 min,"67,375"
Equilibrium,2002,None,7.4,Movie,sci-fi,107 min,"306,385"
Dark Phoenix,2019,None,5.8,Movie,sci-fi,113 min,"140,650"
Avatar 2,2021,None,None,Movie,sci-fi,None,None
Her,2013,None,8,Movie,sci-fi,126 min,"515,948"
Code 8,2019,None,6.1,Movie,sci-fi,98 min,"28,363"
Future Man,2017,2020,7.8,TV,sci-fi,30 min,"19,324"
Our House,2018,None,5.3,Movie,sci-fi,90 min,"5,619"
2001: A Space Odyssey,1968,None,8.3,Movie,sci-fi,149 min,"580,696"
Sense8,2015,2018,8.3,TV,sci-fi,60 min,"133,044"
Jurassic World: Fallen Kingdom,2018,None,6.2,Movie,sci-fi,128 min,"250,426"
Ex Machina,2014,None,7.7,Movie,sci-fi,108 min,"456,611"
Children of Men,2006,None,7.9,Movie,sci-fi,109 min,"450,955"
Eternal Sunshine of the Spotless Mind,2004,None,8.3,Movie,sci-fi,108 min,"879,789"
Deadpool,2016,None,8,Movie,sci-fi,108 min,"874,155"
Enterprise,2001,2005,7.5,TV,sci-fi,60 min,"43,572"
The Meg,2018,None,5.7,Movie,sci-fi,113 min,"137,028"
Rogue One,2016,None,7.8,Movie,sci-fi,133 min,"532,616"
Star Wars: The Last Jedi,2017,None,7,Movie,sci-fi,152 min,"541,331"
Logan,2017,None,8.1,Movie,sci-fi,137 min,"618,687"
Iron Man,2008,None,7.9,Movie,sci-fi,126 min,"913,652"
The Fifth Element,1997,None,7.7,Movie,sci-fi,126 min,"421,961"
Vivarium,2019,None,5.8,Movie,sci-fi,97 min,"20,442"
Annihilation,2018,None,6.9,Movie,sci-fi,115 min,"265,857"
Color Out of Space,2019,None,6.2,Movie,sci-fi,111 min,"20,038"
Terminator 2: Judgment Day,1991,None,8.5,Movie,sci-fi,137 min,"965,993"
Solo: A Star Wars Story,2018,None,6.9,Movie,sci-fi,135 min,"272,344"
The Hunger Games: Catching Fire,2013,None,7.5,Movie,sci-fi,146 min,"598,832"
Doctor Strange,2016,None,7.5,Movie,sci-fi,115 min,"570,921"
The First Purge,2018,None,5.2,Movie,sci-fi,97 min,"50,758"
Firefly,2002,2003,9,TV,sci-fi,44 min,"237,122"
Heroes,(200,None,7.5,TV,sci-fi,45 min,"224,805"
Waterworld,1995,None,6.2,Movie,sci-fi,135 min,"175,193"
Lost in Space,2018,None,7.3,TV,sci-fi,60 min,"68,946"
The Twilight Zone,2019,None,5.7,TV,sci-fi,60 min,"10,533"
Kong: Skull Island,2017,None,6.6,Movie,sci-fi,118 min,"259,060"
Aliens,1986,None,8.3,Movie,sci-fi,137 min,"633,421"
E.T. the Extra-Terrestrial,1982,None,7.8,Movie,sci-fi,115 min,"358,478"
Spider-Man,2002,None,7.3,Movie,sci-fi,121 min,"670,366"
Venom,2018,None,6.7,Movie,sci-fi,112 min,"334,537"
Think Like a Dog,2020,None,4.8,Movie,sci-fi,91 min,155
RoboCop,1987,None,7.5,Movie,sci-fi,102 min,"225,805"
Arrival,(201,None,7.9,TV,sci-fi,116 min,"567,307"
Armageddon,1998,None,6.7,Movie,sci-fi,151 min,"387,231"
The Dark Tower,2017,None,5.6,Movie,sci-fi,95 min,"121,660"
World War Z,2013,None,7,Movie,sci-fi,116 min,"585,449"
The Truman Show,1998,None,8.1,Movie,sci-fi,103 min,"897,301"
Jurassic World,2015,None,7,Movie,sci-fi,124 min,"565,019"
Motherland: Fort Salem,2020,None,7.1,TV,sci-fi,None,"4,456"
Jessica Jones,2015,2019,8,TV,sci-fi,56 min,"187,200"
Star Wars: The Force Awakens,2015,None,7.9,Movie,sci-fi,138 min,"839,615"
The Society,2019,None,7,TV,sci-fi,58 min,"15,816"
Transformers,2007,None,7,Movie,sci-fi,144 min,"586,021"
Space Jam,1996,None,6.4,Movie,sci-fi,88 min,"156,845"
Hotel Artemis,2018,None,6.1,Movie,sci-fi,94 min,"40,177"
The Midnight Gospel,2020,None,8.3,TV,sci-fi,23 min,"7,542"
X: First Class,2011,None,7.7,Movie,sci-fi,131 min,"633,096"
Eureka,2006,2012,7.9,TV,sci-fi,60 min,"46,724"
Men in Black: International,2019,None,5.6,Movie,sci-fi,114 min,"99,477"
Total Recall,1990,None,7.5,Movie,sci-fi,113 min,"291,723"
Godzilla: King of the Monsters,2019,None,6,Movie,sci-fi,132 min,"121,171"
Passengers,2016,None,7,Movie,sci-fi,116 min,"335,961"
Gemini Man,2019,None,5.7,Movie,sci-fi,117 min,"66,031"
The New Mutants,2020,None,None,Movie,sci-fi,None,None
Orphan Black,2013,2017,8.3,TV,sci-fi,44 min,"97,724"
The Terminator,1984,None,8,Movie,sci-fi,107 min,"776,972"
"Love, Death & Robots",2019,None,8.5,TV,sci-fi,15 min,"84,902"
Glass,2019,None,6.7,Movie,sci-fi,129 min,"193,211"
Twelve Monkeys,1995,None,8,Movie,sci-fi,129 min,"564,131"
Minority Report,2002,None,7.6,Movie,sci-fi,145 min,"493,955"
Star Wars: Episode V - The Empire Strikes Back,1980,None,8.7,Movie,sci-fi,124 min,"1,121,836"
Free Guy,2020,None,None,Movie,sci-fi,None,None
Super 8,2011,None,7,Movie,sci-fi,112 min,"332,190"
The Lost World: Jurassic Park,1997,None,6.6,Movie,sci-fi,129 min,"366,573"
Star Trek,2009,None,7.9,Movie,sci-fi,127 min,"569,402"
The Hunger Games: Mockingjay - Part 2,2015,None,6.5,Movie,sci-fi,137 min,"273,645"
Captain America: The Winter Soldier,2014,None,7.7,Movie,sci-fi,136 min,"712,493"
Alien: Covenant,2017,None,6.4,Movie,sci-fi,122 min,"245,095"
Iron Man Three,2013,None,7.2,Movie,sci-fi,130 min,"733,862"
Edge of Tomorrow,2014,None,7.9,Movie,sci-fi,113 min,"580,153"
Ant-Man,2015,None,7.3,Movie,sci-fi,117 min,"547,230"
Hagane no renkinjutsushi,2009,2012,9.1,TV,sci-fi,24 min,"105,784"
The OA,2016,2019,7.9,TV,sci-fi,60 min,"85,029"
Teenage Mutant Ninja Turtles,1990,None,6.8,Movie,sci-fi,93 min,"82,891"
Prometheus,2012,None,7,Movie,sci-fi,124 min,"557,072"
X-Men: Apocalypse,2016,None,6.9,Movie,sci-fi,144 min,"380,918"
Valerian and the City of a Thousand Planets,2017,None,6.5,Movie,sci-fi,137 min,"155,326"
Avenue 5,2020,None,6.4,TV,sci-fi,None,"9,797"
Star Wars: Episode II - Attack of the Clones,2002,None,6.5,Movie,sci-fi,142 min,"620,335"
Gravity Falls,2012,2016,8.9,TV,sci-fi,23 min,"64,958"
I Am Legend,2007,None,7.2,Movie,sci-fi,101 min,"669,328"
Travelers,2016,2018,8.1,TV,sci-fi,45 min,"41,725"
Bird Box,2018,None,6.6,Movie,sci-fi,124 min,"260,663"
Star Wars: Episode III - Revenge of the Sith,2005,None,7.5,Movie,sci-fi,140 min,"688,520"
Legion,2017,2019,8.3,TV,sci-fi,60 min,"79,418"
The Stand,2020,None,None,TV,sci-fi,None,None
Black Lightning,2018,None,6.1,TV,sci-fi,43 min,"19,814"
Donnie Darko,2001,None,8,Movie,sci-fi,113 min,"723,507"
The Thing,1982,None,8.1,Movie,sci-fi,109 min,"355,499"
Star Wars: Episode VI - Return of the Jedi,1983,None,8.3,Movie,sci-fi,131 min,"919,893"
Adventure Time with Finn & Jake,2010,2018,8.6,TV,sci-fi,11 min,"72,305"
The Adjustment Bureau,2011,None,7,Movie,sci-fi,106 min,"237,656"
Predator,1987,None,7.8,Movie,sci-fi,107 min,"361,570"
Spies in Disguise,2019,None,6.8,Movie,sci-fi,102 min,"24,478"
The Matrix Reloaded,2003,None,7.2,Movie,sci-fi,138 min,"501,878"
Mortal Kombat,1995,None,5.8,Movie,sci-fi,101 min,"98,888"
Divergent,2014,None,6.7,Movie,sci-fi,139 min,"415,602"
One Punch Man: Wanpanman,2015,None,8.8,TV,sci-fi,24 min,"103,211"
The Suicide Squad,2021,None,None,Movie,sci-fi,None,None
X-Men,2000,None,7.4,Movie,sci-fi,104 min,"558,302"
Stargate: Atlantis,2004,2009,8.1,TV,sci-fi,44 min,"59,547"
The Incredible Hulk,2008,None,6.7,Movie,sci-fi,112 min,"423,037"
Pacific Rim: Uprising,2018,None,5.6,Movie,sci-fi,111 min,"101,179"
Futurama,1999,2013,8.4,TV,sci-fi,22 min,"207,539"
Star Trek Beyond,2016,None,7.1,Movie,sci-fi,122 min,"220,966"
Bumblebee,2018,None,6.8,Movie,sci-fi,114 min,"126,707"
The Lobster,2015,None,7.2,Movie,sci-fi,119 min,"206,208"
Upgrade,2018,None,7.5,Movie,sci-fi,100 min,"138,721"
Tron,2010,None,6.8,Movie,sci-fi,125 min,"307,169"
The Predator,2018,None,5.4,Movie,sci-fi,107 min,"110,621"
Oblivion,2013,None,7,Movie,sci-fi,124 min,"473,555"
Ant-Man and the Wasp,2018,None,7.1,Movie,sci-fi,118 min,"289,233"
G.I. Joe: The Rise of Cobra,2009,None,5.8,Movie,sci-fi,118 min,"196,043"
Transformers: The Last Knight,2017,None,5.2,Movie,sci-fi,154 min,"130,465"
Swamp Thing,2019,None,7.6,Movie,sci-fi,60 min,"16,817"
For All Mankind,2019,None,7.5,TV,sci-fi,60 min,"8,591"
The Last Ship,2014,2018,7.5,TV,sci-fi,60 min,"53,060"
Back to the Future Part III,1990,None,7.4,Movie,sci-fi,118 min,"388,033"
War of the Worlds,2005,None,6.5,Movie,sci-fi,116 min,"405,645"
Iron Fist,2017,2018,6.5,TV,sci-fi,55 min,"109,856"
Iron Man 2,2010,None,7,Movie,sci-fi,124 min,"700,178"
Misfits,2009,2013,8.2,TV,sci-fi,60 min,"89,884"
The Hunger Games: Mockingjay - Part 1,2014,None,6.6,Movie,sci-fi,123 min,"400,625"
Okja,2017,None,7.3,Movie,sci-fi,120 min,"95,888"
X-Men Origins: Wolverine,2009,None,6.6,Movie,sci-fi,107 min,"456,667"
The Purge,2018,2019,6.4,TV,sci-fi,42 min,"10,957"
10 Cloverfield Lane,2016,None,7.2,Movie,sci-fi,103 min,"279,965"
Spider-Man 4: Fan Film,2020,None,None,Movie,sci-fi,None,None
About Time,2013,None,7.8,Movie,sci-fi,123 min,"286,183"
Family Matters,1989,1998,6.6,TV,sci-fi,30 min,"23,681"
Lucy,2014,None,6.4,Movie,sci-fi,89 min,"429,354"
Pacific Rim,2013,None,6.9,Movie,sci-fi,131 min,"457,465"
Runaways,2017,2019,7,TV,sci-fi,60 min,"20,463"
Hellboy,2019,None,5.2,Movie,sci-fi,120 min,"72,266"
28 Days Later...,2002,None,7.6,Movie,sci-fi,113 min,"366,465"
Gravity,2013,None,7.7,Movie,sci-fi,91 min,"749,518"
The Falcon and the Winter Soldier,2020,None,None,TV,sci-fi,60 min,None
Freaks,2018,None,6.7,Movie,sci-fi,105 min,"19,425"
Looper,2012,None,7.4,Movie,sci-fi,113 min,"522,304"
Incredibles 2,2018,None,7.6,Movie,sci-fi,118 min,"234,962"
Life,2017,None,6.6,Movie,sci-fi,104 min,"198,895"
Overlord,2018,None,6.6,Movie,sci-fi,110 min,"77,671"
War of the Worlds,2019,None,6.2,TV,sci-fi,49 min,"5,313"
Another Life,2019,None,4.9,TV,sci-fi,43 min,"22,347"
Jurassic World: Dominion,2021,None,None,Movie,sci-fi,None,None
Spider-Man 3,2007,None,6.2,Movie,sci-fi,139 min,"485,538"
Warehouse 13,2009,2014,7.6,TV,sci-fi,43 min,"45,289"
Independence Day,1996,None,7,Movie,sci-fi,145 min,"515,381"
Zombieland,2009,None,7.6,Movie,sci-fi,88 min,"506,077"
Agent Carter,2015,2016,7.9,TV,sci-fi,42 min,"70,484"
Henry Danger,2014,2020,5.6,TV,sci-fi,30 min,"2,850"
The Dead Don't Die,2019,None,5.5,Movie,sci-fi,104 min,"43,418"
Quantum Leap,1989,1993,8.1,TV,sci-fi,60 min,"25,203"
X-Men: Days of Future Past,2014,None,8,Movie,sci-fi,132 min,"646,166"
Planet of the Apes,2001,None,5.7,Movie,sci-fi,119 min,"206,853"
WandaVision,2020,None,None,TV,sci-fi,None,None
Weird Science,1985,None,6.6,Movie,sci-fi,94 min,"77,207"
Vagrant Queen,2020,None,4.7,TV,sci-fi,43 min,"1,303"
Batman & Robin,1997,None,3.7,Movie,sci-fi,125 min,"228,290"
Battleship,2012,None,5.8,Movie,sci-fi,131 min,"232,085"
The Butterfly Effect,2004,None,7.6,Movie,sci-fi,113 min,"441,021"
Sorry to Bother You,2018,None,6.9,Movie,sci-fi,112 min,"55,232"
Mad Max,1979,None,6.9,Movie,sci-fi,88 min,"185,548"
The League of Extraordinary Gentlemen,2003,None,5.8,Movie,sci-fi,110 min,"163,390"
Ghost in the Shell,2017,None,6.3,Movie,sci-fi,107 min,"189,736"
2012,2009,None,5.8,Movie,sci-fi,158 min,"344,688"
Downsizing,2017,None,5.7,Movie,sci-fi,135 min,"93,428"
War for the Planet of the Apes,2017,None,7.4,Movie,sci-fi,140 min,"219,272"
In the Shadow of the Moon,2019,None,6.2,Movie,sci-fi,115 min,"34,818"
Jupiter Ascending,2015,None,5.3,Movie,sci-fi,127 min,"174,371"
Kiseijû: Sei no kakuritsu,2014,2015,8.4,TV,sci-fi,22 min,"21,383"
Superman,1978,None,7.3,Movie,sci-fi,143 min,"154,962"
Emergence,2019,2020,7.2,TV,sci-fi,43 min,"5,175"
Doctor Who,1963,1989,8.4,TV,sci-fi,45 min,"34,424"
Salvation,2017,2018,7,TV,sci-fi,43 min,"16,720"
11.22.63,2016,None,8.2,Movie,sci-fi,60 min,"67,913"
Pokémon Detective Pikachu,2019,None,6.6,Movie,sci-fi,104 min,"126,577"
Under the Skin,2013,None,6.3,Movie,sci-fi,108 min,"124,041"
Zapped!,1982,None,5,Movie,sci-fi,98 min,"6,004"
Batman: The Animated Series,1992,1995,9,TV,sci-fi,23 min,"82,660"
Cloud Atlas,2012,None,7.4,Movie,sci-fi,172 min,"337,874"
Coherence,2013,None,7.2,Movie,sci-fi,89 min,"100,898"
Deep Impact,1998,None,6.2,Movie,sci-fi,120 min,"158,625"
Hollow Man,2000,None,5.8,Movie,sci-fi,112 min,"120,569"
Mr. Mercedes,2017,None,7.9,TV,sci-fi,60 min,"14,605"
Timeless,2016,2018,7.7,TV,sci-fi,60 min,"34,374"
Criminal,2016,None,6.3,Movie,sci-fi,113 min,"56,866"
Idiocracy,2006,None,6.6,Movie,sci-fi,84 min,"139,705"
Escape from New York,1981,None,7.2,Movie,sci-fi,99 min,"120,772"
WALL·E,2008,None,8.4,Movie,sci-fi,98 min,"965,174"
Haven,2010,2015,7.5,TV,sci-fi,60 min,"34,315"
Superman Returns,2006,None,6,Movie,sci-fi,154 min,"267,094"
The Running Man,1987,None,6.7,Movie,sci-fi,101 min,"137,388"
The Wolverine,2013,None,6.7,Movie,sci-fi,126 min,"419,474"
Ender's Game,2013,None,6.6,Movie,sci-fi,114 min,"218,877"
Brightburn,2019,None,6.1,Movie,sci-fi,90 min,"71,249"
Terminator Genisys,2015,None,6.4,Movie,sci-fi,126 min,"252,615"
The Amazing Spider-Man,2012,None,6.9,Movie,sci-fi,136 min,"546,794"
The Maze Runner,2014,None,6.8,Movie,sci-fi,113 min,"405,615"
The Maze Runner: The Death Cure,2018,None,6.2,Movie,sci-fi,143 min,"105,034"
Spider-Man 2,2004,None,7.3,Movie,sci-fi,127 min,"528,125"
In Time,2011,None,6.7,Movie,sci-fi,109 min,"360,766"
Sky High,2005,None,6.2,Movie,sci-fi,100 min,"76,373"
District 9,2009,None,7.9,Movie,sci-fi,112 min,"626,673"
Green Lantern,2011,None,5.5,Movie,sci-fi,114 min,"261,630"
Galaxy Quest,1999,None,7.3,Movie,sci-fi,102 min,"144,345"
Cosmos,2019,None,5.7,Movie,sci-fi,128 min,"2,058"
3rd Rock from the Sun,1996,2001,7.7,TV,sci-fi,60 min,"45,327"
The Last of Us,2013,None,9.8,TV,sci-fi,None,"44,887"
Jurassic Park III,2001,None,5.9,Movie,sci-fi,92 min,"288,149"
Tomorrowland,2015,None,6.4,Movie,sci-fi,130 min,"168,286"
Predestination,2014,None,7.5,Movie,sci-fi,97 min,"242,261"
Mortal Kombat,2021,None,None,Movie,sci-fi,None,None
The Matrix Revolutions,2003,None,6.8,Movie,sci-fi,129 min,"435,895"
Little Shop of Horrors,1986,None,7,Movie,sci-fi,94 min,"62,769"
Melancholia,2011,None,7.2,Movie,sci-fi,135 min,"162,721"
Men in Black,1997,None,7.3,Movie,sci-fi,98 min,"502,884"
The Room,2019,None,6,Movie,sci-fi,100 min,"10,031"
The Rain,2018,None,6.4,TV,sci-fi,45 min,"25,694"
Serenity,2005,None,7.8,Movie,sci-fi,119 min,"278,283"
Mad Max 2,1981,None,7.6,Movie,sci-fi,96 min,"161,941"
Close Encounters of the Third Kind,1977,None,7.6,Movie,sci-fi,138 min,"178,017"
High Life,2018,None,5.8,Movie,sci-fi,113 min,"24,537"
12 Monkeys,2015,2018,7.7,TV,sci-fi,42 min,"38,652"
Z Nation,2014,2018,6.7,TV,sci-fi,44 min,"31,558"
Dredd,2012,None,7.1,Movie,sci-fi,95 min,"244,428"
Moon,2009,None,7.9,Movie,sci-fi,97 min,"326,821"
Star Trek Into Darkness,2013,None,7.7,Movie,sci-fi,132 min,"456,562"
The Silence,(201,None,5.3,TV,sci-fi,90 min,"33,633"
Venom: Let There Be Carnage,2021,None,None,Movie,sci-fi,None,None
The Day After Tomorrow,2004,None,6.4,Movie,sci-fi,124 min,"405,467"
The Island,2005,None,6.8,Movie,sci-fi,136 min,"295,876"
Fantastic Four,2015,None,4.3,Movie,sci-fi,100 min,"147,041"
Lockout,2012,None,6.1,Movie,sci-fi,95 min,"92,638"
John Carter,2012,None,6.6,Movie,sci-fi,132 min,"250,483"
Cowboys & Aliens,2011,None,6,Movie,sci-fi,119 min,"203,502"
Hulk,2003,None,5.6,Movie,sci-fi,138 min,"247,407"
Transformers: Age of Extinction,2014,None,5.6,Movie,sci-fi,165 min,"293,056"
Contact,1997,None,7.4,Movie,sci-fi,150 min,"246,765"
Big Hero 6,2014,None,7.8,Movie,sci-fi,102 min,"396,916"
The Shannara Chronicles,2016,2017,7.2,TV,sci-fi,42 min,"52,618"
Counterpart,2017,2019,8.1,TV,sci-fi,60 min,"19,782"
Chaos Walking,2021,None,None,Movie,sci-fi,None,None
Demolition Man,1993,None,6.7,Movie,sci-fi,115 min,"153,705"
Ghostbusters,2016,None,5.2,Movie,sci-fi,116 min,"198,092"
The Stand,1994,None,7.2,Movie,sci-fi,361 min,"30,929"
The Dark Crystal: Age of Resistance,2019,None,8.5,TV,sci-fi,60 min,"19,077"
